,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_kulturminner,har_oppvarmingskarakter,har_energikarakter,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario,energireduksjon,effectreduksjon
901,940,1,P1,,,,,,,,,Leilighet,Passivhus,273,91.26550746810777,,14.362632,67.268265,False,False,False,False,True,False,0,0,False,0,0,35400.0,2.0,3.0,24503.1081814428,0,0.0,10929.7718566491,0,0,0.0,1.3100273550000001,0,0.0,0.9772262409,0,0,0.0,1.6041640524,0,0.0,1.0226466159,0,0,0.0,Kombinasjoner av tiltak,0,0
902,941,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.2129623744495,,14.363273,67.267651,False,False,False,True,True,True,0,0,False,0,0,18200.0,2.0,2.0,40838.513635738,0,40838.513635738,18216.286427748502,0,0,0.0,2.183378925,0,2.183378925,1.6287104015,0,0,0.0,2.673606754,0,2.673606754,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
903,942,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.20455561400848,,14.363431,67.267665,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
904,943,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.21297494438741,,14.361385,67.267567,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
905,944,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.19076903002968,,14.362079,67.267623,False,True,False,True,False,True,0,0,False,0,0,7600.0,-5.0,-5.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,10608.283378119035,2.1685295905,0,2.1685295905,1.6287104015,0,0,6.753932508326318,2.676734515,0,2.676734515,1.7044110264999999,0,0,6.710046221204464,Kombinasjoner av tiltak,0,0
906,945,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.21109798809796,,14.361917,67.267627,False,False,False,False,True,False,0,0,False,0,0,59100.0,4.0,4.0,40838.513635738,0,0.0,18216.286427748502,0,0,0.0,2.183378925,0,0.0,1.6287104015,0,0,0.0,2.673606754,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
907,946,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,546,91.19100864426868,,14.358003,67.267332,False,True,False,False,False,False,0,0,False,0,0,67900.0,-2.0,-1.0,56684.7337845516,0,0.0,21859.5437132982,0,0,10608.311252604311,2.6022355086,0,0.0,1.9544524818,0,0,6.753950255061161,3.212081418,0,0.0,2.0452932318,0,0,6.710063852623039,Kombinasjoner av tiltak,0,0
908,947,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.21061232019514,,14.357844,67.267319,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
909,948,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.21185755792501,,14.357686,67.267305,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0.0,32829.351364294,0,0,0.0,3.9348807,0,0.0,2.935258306,0,0,0.0,4.8183682160000005,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
910,949,1,P1,,,,,,,,,Andre,TEK10/TEK17,16617,16407.90802642626,,14.338576,67.270602,False,False,False,False,False,False,0,0,False,0,0,3442900.0,552.0,448.0,1158920.6080751652,0,0.0,2283991.329926939,0,0,0.0,86.1621294132,0,0.0,465.90990863940004,0,0,0.0,92.0769140058,0,0.0,355.7328110646,0,0,0.0,Kombinasjoner av tiltak,0,0
911,950,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,546,91.21113750436558,,14.357527,67.267292,False,True,False,False,False,False,0,0,False,0,0,67900.0,-2.0,-1.0,56684.7337845516,0,0.0,21859.5437132982,0,0,10610.652856411994,2.6022355086,0,0.0,1.9544524818,0,0,6.7554410744062565,3.212081418,0,0.0,2.0452932318,0,0,6.71154498479318,Kombinasjoner av tiltak,0,0
912,951,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,546,91.18995823110251,,14.357368,67.267279,False,True,False,False,False,False,0,0,False,0,0,67900.0,-2.0,-1.0,56684.7337845516,0,0.0,21859.5437132982,0,0,10608.189057335541,2.6022355086,0,0.0,1.9544524818,0,0,6.753872457497816,3.212081418,0,0.0,2.0452932318,0,0,6.709986560579432,Kombinasjoner av tiltak,0,0
913,952,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,1343,448.1371235083603,,14.35686,67.267738,False,False,False,False,False,False,0,0,False,0,0,193200.0,11.0,13.0,139427.8341989978,0,0.0,53768.0718076181,0,0,0.0,6.400736791300001,0,0.0,4.8073803719,0,0,0.0,7.900779019,0,0.0,5.030821996899999,0,0,0.0,Kombinasjoner av tiltak,0,0
914,953,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.18910632957501,,14.35698,67.267449,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
915,954,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.21141509888474,,14.356818,67.267453,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
916,955,1,P1,,,,,,,,,Skole,TEK10/TEK17,451,150.6498762941601,,14.375183,67.268232,False,False,False,True,False,True,0,0,False,0,0,27700.0,5.0,5.0,26270.4488620684,0,26270.4488620684,27699.352108444502,0,0,0.0,2.5327532659,0,2.5327532659,4.9697978825,0,0,0.0,2.2300462602,0,2.2300462602,5.0922496141,0,0,0.0,Kombinasjoner av tiltak,0,0
917,956,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,684,228.2544528825837,,14.3572,67.267848,False,False,False,False,False,False,0,0,False,0,0,98400.0,6.0,7.0,71011.6445213064,0,0.0,27384.4833331428,0,0,0.0,3.2599433844,0,0.0,2.4484349772,0,0,0.0,4.0239261719999995,0,0.0,2.5622354772,0,0,0.0,Kombinasjoner av tiltak,0,0
918,957,1,P1,,,,,,,,,Leilighet,Passivhus,1080,360.4629873450469,,14.358634,67.267964,False,False,False,True,True,True,0,0,False,0,0,43200.0,4.0,4.0,96935.37302548799,0,96935.37302548799,43238.657894436,0,0,0.0,5.1825258,0,5.1825258,3.865949964,0,0,0.0,6.3461435040000005,0,6.3461435040000005,4.045634964,0,0,0.0,Kombinasjoner av tiltak,0,0
919,958,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,1680,336.4326660795094,,14.359043,67.268081,False,False,False,False,False,False,0,0,False,0,0,241700.0,14.0,16.0,174414.565490928,0,0.0,67260.134502456,0,0,0.0,8.006878488,0,0.0,6.013699944,0,0,0.0,9.88332744,0,0.0,6.293209944,0,0,0.0,Kombinasjoner av tiltak,0,0
920,959,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.20923427107606,,14.35926,67.268012,False,False,False,True,False,True,0,0,False,0,0,18200.0,2.0,2.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,0.0,2.1685295905,0,2.1685295905,1.6287104015,0,0,0.0,2.676734515,0,2.676734515,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
921,960,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.2349779583327,,14.359294,67.267951,False,True,False,False,False,False,0,0,False,0,0,54800.0,-3.0,-2.0,47237.278153793,0,0.0,18216.286427748502,0,0,10613.426232426216,2.1685295905,0,0.0,1.6287104015,0,0,6.757206788400935,2.676734515,0,0.0,1.7044110264999999,0,0,6.713299225378663,Kombinasjoner av tiltak,0,0
922,961,1,P1,,,,,,,,,Leilighet,Passivhus,455,91.24759339426497,,14.359328,67.267889,False,False,False,True,True,True,0,0,False,0,0,18200.0,2.0,2.0,40838.513635738,0,40838.513635738,18216.286427748502,0,0,0.0,2.183378925,0,2.183378925,1.6287104015,0,0,0.0,2.673606754,0,2.673606754,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
923,962,1,P1,,,,,,,,,Leilighet,Passivhus,6981,537.3816871782469,,14.362216,67.269313,False,False,False,False,True,False,0,0,False,0,0,906100.0,58.0,67.0,626579.4806397515,0,0.0,279489.8803343127,0,0,0.0,33.499270935000006,0,0.0,24.9890710173,0,0,0.0,41.0207664828,0,0.0,26.150534892299998,0,0,0.0,Kombinasjoner av tiltak,0,0
924,963,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,1210,302.9277035894658,,14.361361,67.269282,False,False,False,False,False,False,0,0,False,0,0,174100.0,10.0,12.0,125620.014430966,0,0.0,48443.31115950699,0,0,0.0,5.766858911000001,0,0.0,4.331295793,0,0,0.0,7.11834893,0,0.0,4.5326095429999995,0,0,0.0,Kombinasjoner av tiltak,0,0
925,964,1,P1,,,,,,,,,Skole,Passivhus,936,312.4043303867783,,14.374753,67.268351,False,True,False,True,True,True,0,0,False,0,0,1900.0,-15.0,-16.0,38584.794023942406,0,38584.794023942406,42540.107417964,0,0,40620.458875335615,4.1097942288,0,4.1097942288,11.31033852,0,0,26.540700393421734,3.6632289096,0,3.6632289096,10.217492064,0,0,26.68089058706548,Kombinasjoner av tiltak,0,0
926,965,1,P1,,,,,,,,,Leilighet,Passivhus,895,298.644989370679,,14.362136,67.268916,False,True,False,True,True,True,0,0,False,0,0,1100.0,-19.0,-19.0,80330.70264612201,0,80330.70264612201,35832.0359402965,0,0,34741.572095485135,4.294778325,0,4.294778325,3.2037270535,0,0,22.11877499898237,5.259072626,0,5.259072626,3.3526326785,0,0,21.97504970868782,Kombinasjoner av tiltak,0,0
927,966,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,546,91.21181010844398,,14.360767,67.26962,False,False,False,True,False,True,0,0,False,0,0,21900.0,2.0,2.0,56684.7337845516,0,56684.7337845516,21859.5437132982,0,0,0.0,2.6022355086,0,2.6022355086,1.9544524818,0,0,0.0,3.212081418,0,3.212081418,2.0452932318,0,0,0.0,Kombinasjoner av tiltak,0,0
928,967,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.2129124356964,,14.360957,67.269576,False,False,False,True,True,True,0,0,False,0,0,32800.0,3.0,3.0,73599.079519352,0,73599.079519352,32829.351364294,0,0,0.0,3.9348807,0,3.9348807,2.935258306,0,0,0.0,4.8183682160000005,0,4.8183682160000005,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
929,968,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.25073281805341,,14.375252,67.270588,False,False,False,False,True,False,0,0,False,0,0,106400.0,7.0,8.0,73599.079519352,0,0.0,32829.351364294,0,0,0.0,3.9348807,0,0.0,2.935258306,0,0,0.0,4.8183682160000005,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
930,969,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.20462258065722,,14.361116,67.269589,False,True,False,True,True,True,0,0,False,0,0,22200.0,-4.0,-4.0,73599.079519352,0,73599.079519352,32829.351364294,0,0,10609.894970963498,3.9348807,0,3.9348807,2.935258306,0,0,6.754958554569092,4.8183682160000005,0,4.8183682160000005,3.071685806,0,0,6.7110656003151705,Kombinasjoner av tiltak,0,0
931,970,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.14226444909502,,14.375742,67.270603,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
932,971,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,546,91.21287788354186,,14.360608,67.269606,False,False,False,True,False,True,0,0,False,0,0,21900.0,2.0,2.0,56684.7337845516,0,56684.7337845516,21859.5437132982,0,0,0.0,2.6022355086,0,2.6022355086,1.9544524818,0,0,0.0,3.212081418,0,3.212081418,2.0452932318,0,0,0.0,Kombinasjoner av tiltak,0,0
933,972,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.19122948553795,,14.37558,67.270607,False,False,False,True,False,True,0,0,False,0,0,18200.0,2.0,2.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,0.0,2.1685295905,0,2.1685295905,1.6287104015,0,0,0.0,2.676734515,0,2.676734515,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
934,973,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,546,91.20525429134608,,14.360449,67.269593,False,False,False,False,False,False,0,0,False,0,0,78500.0,5.0,5.0,56684.7337845516,0,0.0,21859.5437132982,0,0,0.0,2.6022355086,0,0.0,1.9544524818,0,0,0.0,3.212081418,0,0.0,2.0452932318,0,0,0.0,Kombinasjoner av tiltak,0,0
935,974,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.21289415437641,,14.375418,67.27061,False,False,False,True,False,True,0,0,False,0,0,18200.0,2.0,2.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,0.0,2.1685295905,0,2.1685295905,1.6287104015,0,0,0.0,2.676734515,0,2.676734515,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
936,975,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,1209,392.8928540105913,,14.363116,67.268339,False,True,False,True,False,True,0,0,False,0,0,2700.0,-25.0,-24.0,125516.1962372214,0,125516.1962372214,48403.2753651603,0,0,45705.4894581466,5.7620929119,0,5.7620929119,4.3277162097,0,0,29.099127545655428,7.112465997000001,0,7.112465997000001,4.5288635847,0,0,28.910044716519998,Kombinasjoner av tiltak,0,0
937,976,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,447,223.9308651953193,,14.374687,67.270614,False,False,False,False,False,False,0,0,False,0,0,64300.0,4.0,4.0,46406.7326038362,0,0.0,17896.000072974904,0,0,0.0,2.1304015977,0,0.0,1.6000737351,0,0,0.0,2.629671051,0,0.0,1.6744433601,0,0,0.0,Kombinasjoner av tiltak,0,0
938,977,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,1188,297.3430500020877,,14.362636,67.268348,False,False,False,False,False,False,0,0,False,0,0,170900.0,10.0,11.0,123336.01416858479,0,0.0,47562.5236838796,0,0,0.0,5.6620069308,0,0.0,4.2525449604,0,0,0.0,6.9889244040000005,0,0.0,4.4501984604,0,0,0.0,Kombinasjoner av tiltak,0,0
939,978,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.21262863177189,,14.374928,67.270595,False,False,False,True,False,True,0,0,False,0,0,32800.0,3.0,3.0,85130.91887057199,0,85130.91887057199,32829.351364294,0,0,0.0,3.908119262,0,3.908119262,2.935258306,0,0,0.0,4.82400506,0,4.82400506,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
940,979,1,P1,,,,,,,,,Skole,TEK10/TEK17,1349,450.0861714543962,,14.399258,67.273122,False,False,False,True,False,True,0,0,False,0,0,82900.0,15.0,15.0,78578.3492570516,0,78578.3492570516,82852.3857966555,0,0,0.0,7.5757963540999995,0,7.5757963540999995,14.865315617499999,0,0,0.0,6.6703600998,0,6.6703600998,15.231584765900001,0,0,0.0,Kombinasjoner av tiltak,0,0
941,980,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,660,203.8135660012545,,14.361809,67.268321,False,False,False,True,False,True,0,0,False,0,0,26400.0,2.0,2.0,68520.007871436,0,68520.007871436,26423.624268821997,0,0,0.0,3.1455594060000003,0,3.1455594060000003,2.362524978,0,0,0.0,3.88273578,0,3.88273578,2.472332478,0,0,0.0,Kombinasjoner av tiltak,0,0
942,981,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.22361948037126,,14.37509,67.270591,False,False,False,True,False,True,0,0,False,0,0,32800.0,3.0,3.0,85130.91887057199,0,85130.91887057199,32829.351364294,0,0,0.0,3.908119262,0,3.908119262,2.935258306,0,0,0.0,4.82400506,0,4.82400506,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
943,982,1,P1,,,,,,,,,Leilighet,Passivhus,451,150.649206341241,,14.361151,67.268486,False,False,False,False,True,False,0,0,False,0,0,58500.0,4.0,4.0,40479.4937356436,0,0.0,18056.1432503617,0,0,0.0,2.1641843850000004,0,0.0,1.6143920683,0,0,0.0,2.6501025188000003,0,0.0,1.6894271933,0,0,0.0,Kombinasjoner av tiltak,0,0
944,983,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,364,182.4735282023764,,14.374728,67.270878,False,True,False,True,False,True,0,0,False,0,0,-6700.0,-12.0,-12.0,37789.82252303441,0,37789.82252303441,14573.029142198799,0,0,21227.268031247284,1.7348236724,0,1.7348236724,1.3029683212,0,0,13.514678153763432,2.1413876120000004,0,2.1413876120000004,1.3635288211999999,0,0,13.426861308527814,Kombinasjoner av tiltak,0,0
945,984,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,1636,545.9846085843513,,14.359293,67.268633,False,True,False,False,False,False,0,0,False,0,0,171800.0,-27.0,-24.0,169846.5649661656,0,0.0,65498.5595512012,0,0,63514.75603903365,7.7971745276,0,0.0,5.8561982788,0,0,40.43768065766986,9.624478388,0,0.0,6.1283877788,0,0,40.17492119691177,Kombinasjoner av tiltak,0,0
946,985,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,1069,356.7454786193652,,14.37573,67.271088,False,False,False,False,False,False,0,0,False,0,0,153800.0,9.0,10.0,110981.64911297741,0,0.0,42798.2641566223,0,0,0.0,5.0948530379,0,0.0,3.8265745477,0,0,0.0,6.288855377,0,0.0,4.0044294226999995,0,0,0.0,Kombinasjoner av tiltak,0,0
947,986,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.22165813195605,,14.359332,67.268311,False,False,False,True,False,True,0,0,False,0,0,18200.0,2.0,2.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,0.0,2.1685295905,0,2.1685295905,1.6287104015,0,0,0.0,2.676734515,0,2.676734515,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
948,987,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.21288429953525,,14.369853,67.270564,False,True,False,True,False,True,0,0,False,0,0,7600.0,-5.0,-5.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,10610.856062266714,2.1685295905,0,2.1685295905,1.6287104015,0,0,6.7555704486489265,2.676734515,0,2.676734515,1.7044110264999999,0,0,6.711673518376701,Kombinasjoner av tiltak,0,0
949,988,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.26487944222934,,14.359297,67.268372,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
950,989,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.19047202638038,,14.370015,67.27056,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
951,990,1,P1,,,,,,,,,Leilighet,Passivhus,820,91.264740706584,,14.359261,67.268433,False,True,False,False,True,False,0,0,False,0,0,95800.0,0.0,1.0,73599.079519352,0,0.0,32829.351364294,0,0,10616.88855291018,3.9348807,0,0.0,2.935258306,0,0,6.759411129861038,4.8183682160000005,0,0.0,3.071685806,0,0,6.715489243278069,Kombinasjoner av tiltak,0,0
952,991,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,819,91.19075019171467,,14.370168,67.270499,False,False,False,False,False,False,0,0,False,0,0,117800.0,7.0,8.0,85027.10067682741,0,0.0,32789.3155699473,0,0,0.0,3.9033532629,0,0.0,2.9316787227,0,0,0.0,4.8181221270000005,0,0.0,3.0679398477,0,0,0.0,Kombinasjoner av tiltak,0,0
953,992,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,1780,445.3974397583222,,14.358938,67.269379,False,True,False,True,False,True,0,0,False,0,0,19500.0,-27.0,-26.0,184796.38486538798,0,184796.38486538798,71263.713937126,0,0,51813.383164792074,8.483478397999999,0,8.483478397999999,6.371658274,0,0,32.98781531843899,10.47162074,0,10.47162074,6.667805774,0,0,32.773464237375784,Kombinasjoner av tiltak,0,0
954,993,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.21051728495041,,14.37033,67.270495,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
955,994,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.18921324813424,,14.368131,67.268799,False,False,False,True,False,True,0,0,False,0,0,18200.0,2.0,2.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,0.0,2.1685295905,0,2.1685295905,1.6287104015,0,0,0.0,2.676734515,0,2.676734515,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
956,995,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.21302604066716,,14.367969,67.268803,False,False,False,True,False,True,0,0,False,0,0,18200.0,2.0,2.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,0.0,2.1685295905,0,2.1685295905,1.6287104015,0,0,0.0,2.676734515,0,2.676734515,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
957,996,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.21042348296918,,14.367807,67.268806,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
958,997,1,P1,,,,,,,,,Leilighet,Passivhus,819,90.8256622343568,,14.367645,67.268809,False,False,False,True,True,True,0,0,False,0,0,32800.0,3.0,3.0,73509.3245443284,0,73509.3245443284,32789.3155699473,0,0,0.0,3.930082065,0,3.930082065,2.9316787227,0,0,0.0,4.8124921572,0,4.8124921572,3.0679398477,0,0,0.0,Kombinasjoner av tiltak,0,0
959,998,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.22299801981487,,14.367478,67.268765,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
960,999,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.26509500837832,,14.367315,67.268768,False,False,False,True,False,True,0,0,False,0,0,18200.0,2.0,2.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,0.0,2.1685295905,0,2.1685295905,1.6287104015,0,0,0.0,2.676734515,0,2.676734515,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
961,1000,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,182,91.26439518678716,,14.367153,67.268771,False,False,False,False,False,False,0,0,False,0,0,26200.0,2.0,2.0,18894.911261517205,0,0.0,7286.514571099399,0,0,0.0,0.8674118362,0,0.0,0.6514841606,0,0,0.0,1.0706938060000002,0,0.0,0.6817644105999999,0,0,0.0,Kombinasjoner av tiltak,0,0
962,1001,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.22326175323121,,14.368456,67.268793,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
963,1002,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,820,91.26503138163142,,14.368294,67.268796,False,False,False,False,False,False,0,0,False,0,0,118000.0,7.0,8.0,85130.91887057199,0,0.0,32829.351364294,0,0,0.0,3.908119262,0,0.0,2.935258306,0,0,0.0,4.82400506,0,0.0,3.071685806,0,0,0.0,Kombinasjoner av tiltak,0,0
964,1003,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,7808,1116.185543781159,,14.364182,67.268182,False,False,False,False,False,False,0,0,False,0,0,1123200.0,65.0,75.0,810612.4567578367,0,0.0,312599.48225903354,0,0,0.0,37.212920972800006,0,0.0,27.9493864064,0,0,0.0,45.933940864,0,0.0,29.2484424064,0,0,0.0,Kombinasjoner av tiltak,0,0
965,1004,1,P1,,,,,,,,,Leilighet,Passivhus,301,150.6499560332969,,14.362122,67.267919,False,True,False,False,True,False,0,0,False,0,0,21500.0,-9.0,-8.0,27016.2474821036,0,0.0,12050.774098356702,0,0,17525.21051748242,1.4443891350000002,0,0.0,1.0774545733,0,0,11.157704296760038,1.7686936988000002,0,0.0,1.1275334483,0,0,11.085202800219365,Kombinasjoner av tiltak,0,0
966,1005,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.21269092963854,,14.359976,67.267745,False,False,False,False,False,False,0,0,False,0,0,65500.0,4.0,4.0,47237.278153793,0,0.0,18216.286427748502,0,0,0.0,2.1685295905,0,0.0,1.6287104015,0,0,0.0,2.676734515,0,0.0,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
967,1006,1,P1,,,,,,,,,Leilighet,TEK10/TEK17,455,91.20378545873865,,14.359818,67.267731,False,False,False,True,False,True,0,0,False,0,0,18200.0,2.0,2.0,47237.278153793,0,47237.278153793,18216.286427748502,0,0,0.0,2.1685295905,0,2.1685295905,1.6287104015,0,0,0.0,2.676734515,0,2.676734515,1.7044110264999999,0,0,0.0,Kombinasjoner av tiltak,0,0
